file, real_x, real_y, real_z, detected_x, detected_y, detected_z
38.jpg,0,-200,27,135.26288523702544,-130.39171279573102,517.3393985366051
39.jpg,0,-200,27,139.24622003733091,-135.54898558961293,539.0179173483344
41.jpg,100,-200,27,44.25375075252854,-134.45818777577256,551.5982582757102
42.jpg,100,-200,27,44.25375075252854,-134.45818777577256,551.5982582757102
49.jpg,100,-200,27,45.61518801776246,-140.32080800116694,578.6239546858565
58.jpg,200,-200,27,-61.54673705852157,-145.6155773988427,611.3713013343986
59.jpg,200,-200,27,-61.54673705852157,-145.6155773988427,611.3713013343986
61.jpg,300,-200,27,-165.3106715754,-145.82476241286676,595.884496819097
62.jpg,300,-200,27,-165.3106715754,-145.82476241286676,595.884496819097
63.jpg,300,-200,27,-165.3106715754,-145.82476241286676,595.884496819097
64.jpg,300,-200,27,-165.3106715754,-145.82476241286676,595.884496819097
65.jpg,300,-200,27,-165.3106715754,-145.82476241286676,595.884496819097
68.jpg,300,-200,27,-155.99982256758895,-135.79074212844964,555.6480040549218
100.jpg,0,-100,27,148.7411811216753,-81.47936730128951,491.2296794859237
101.jpg,0,-100,27,147.54834626682154,-80.56186954148346,487.30010859002977
102.jpg,0,-100,27,147.54834626682154,-80.56186954148346,487.30010859002977
103.jpg,0,-100,27,143.5529821206267,-78.13840007539282,473.32254942690764
104.jpg,0,-100,27,143.5529821206267,-78.13840007539282,473.32254942690764
105.jpg,0,-100,27,146.23737577794182,-79.05211740604538,480.3154420132329
106.jpg,0,-100,27,146.23737577794182,-79.05211740604538,480.3154420132329
107.jpg,0,-100,27,146.6504158074734,-78.44997510454388,477.9711888386081
108.jpg,0,-100,27,139.2865072554113,-74.33396625331355,451.27183003074157
109.jpg,0,-100,27,139.2865072554113,-74.33396625331355,451.27183003074157
112.jpg,100,-100,27,40.070947963465954,-80.23610384947612,519.3304467206272
117.jpg,100,-100,27,41.20976901711696,-79.31277499107003,513.1911934313259
119.jpg,100,-100,27,43.52936321867448,-81.43678913388591,528.6064613088564
124.jpg,200,-100,27,-61.96536133816366,-79.49110962470856,507.80699620513354
125.jpg,200,-100,27,-61.96536133816366,-79.49110962470856,507.80699620513354
126.jpg,200,-100,27,-61.96536133816366,-79.49110962470856,507.80699620513354
127.jpg,200,-100,27,-61.96536133816366,-79.49110962470856,507.80699620513354
128.jpg,200,-100,27,-61.96536133816366,-79.49110962470856,507.80699620513354
129.jpg,200,-100,27,-61.96536133816366,-79.49110962470856,507.80699620513354
139.jpg,300,-100,27,-156.39647874783523,-77.7477361318356,478.85172448278456
178.jpg,0,0,27,138.70910625605097,-19.444933238775743,376.25059564078475
179.jpg,0,0,27,135.21058650835596,-18.6317744725624,373.6593290496465
180.jpg,100,0,27,49.691342183943924,-18.687156450480916,436.06142970247527
181.jpg,100,0,27,49.691342183943924,-18.687156450480916,436.06142970247527
182.jpg,100,0,27,48.041791708262366,-18.006580242852696,425.4419903274771
186.jpg,100,0,27,51.09946673464887,-19.463119819005176,448.3761881874504
187.jpg,100,0,27,50.62356780743593,-19.072230278194343,450.4667940413881
188.jpg,100,0,27,50.62356780743593,-19.072230278194343,450.4667940413881
189.jpg,100,0,27,49.20630685300003,-18.58864255193494,450.54020917014896
190.jpg,200,0,27,-55.30577759238671,-19.32542710362215,445.5303650817028
191.jpg,200,0,27,-53.803053687093566,-18.631944874846177,429.76859369857306
192.jpg,200,0,27,-53.23785942357751,-18.443708384731934,430.70684626539287
193.jpg,200,0,27,-53.23785942357751,-18.443708384731934,430.70684626539287
194.jpg,200,0,27,-53.560323461864066,-17.874171673115097,433.33445965848
195.jpg,200,0,27,-52.40056203944086,-17.713847295466294,424.0063299161842
196.jpg,200,0,27,-53.560323461864066,-17.874171673115097,433.33445965848
197.jpg,200,0,27,-53.560323461864066,-17.874171673115097,433.33445965848
198.jpg,200,0,27,-55.217520224930375,-17.95953870818564,435.4715160941032
199.jpg,200,0,27,-55.217520224930375,-17.95953870818564,435.4715160941032
200.jpg,300,0,27,-144.38759962107963,-17.84812757262514,384.1093782859041
201.jpg,300,0,27,-144.38759962107963,-17.84812757262514,384.1093782859041
202.jpg,300,0,27,-144.38759962107963,-17.84812757262514,384.1093782859041
203.jpg,300,0,27,-146.7345695142957,-18.21236619288432,391.16290814889186
204.jpg,300,0,27,-146.7345695142957,-18.21236619288432,391.16290814889186
205.jpg,300,0,27,-146.7345695142957,-18.21236619288432,391.16290814889186
206.jpg,300,0,27,-146.7345695142957,-18.21236619288432,391.16290814889186
207.jpg,300,0,27,-146.7345695142957,-18.21236619288432,391.16290814889186
208.jpg,300,0,27,-143.22778224807917,-16.982700803288523,378.0916467094825
209.jpg,300,0,27,-141.71535630432368,-16.21665689835537,369.8826931828119
240.jpg,0,100,27,151.47402730473019,41.616976995184395,293.0926543558693
241.jpg,0,100,27,151.80210834829035,41.65733832815964,293.3210979548382
242.jpg,0,100,27,151.80210834829035,41.65733832815964,293.3210979548382
243.jpg,0,100,27,151.76259318571186,41.69935133486126,293.52240587917606
247.jpg,0,100,27,151.64228969367292,41.83617337652828,293.38744051410157
248.jpg,0,100,27,151.64228969367292,41.83617337652828,293.38744051410157
249.jpg,0,100,27,146.62446583078156,41.666236500321155,288.0196022074603
250.jpg,100,100,27,57.10963455749667,47.50451939031847,349.81998675827856
251.jpg,100,100,27,55.94578839716769,46.165244995507976,342.6853758615001
252.jpg,100,100,27,55.94578839716769,46.165244995507976,342.6853758615001
256.jpg,100,100,27,53.88489096729929,46.23117489616046,337.7677741206148
257.jpg,100,100,27,53.88489096729929,46.23117489616046,337.7677741206148
258.jpg,100,100,27,51.76816834691765,46.37275526115614,333.52892618954047
259.jpg,100,100,27,51.76816834691765,46.37275526115614,333.52892618954047
260.jpg,200,100,27,-46.98593759760311,45.261304341762724,325.3579347253347
261.jpg,200,100,27,-46.7017111127802,45.157648841619775,323.3474604185726
262.jpg,200,100,27,-47.8030971170982,46.56855717052099,330.8957531641746
263.jpg,200,100,27,-47.8030971170982,46.56855717052099,330.8957531641746
264.jpg,200,100,27,-47.8030971170982,46.56855717052099,330.8957531641746
265.jpg,200,100,27,-47.8030971170982,46.56855717052099,330.8957531641746
266.jpg,200,100,27,-47.8030971170982,46.56855717052099,330.8957531641746
267.jpg,200,100,27,-48.03514604781592,46.64511217130032,328.82365200959526
268.jpg,200,100,27,-47.64642876565717,45.982044543727,319.02851607797567
269.jpg,200,100,27,-47.64642876565717,45.982044543727,319.02851607797567
270.jpg,300,100,27,-120.54436474349455,37.81636806703634,259.2078966285371
271.jpg,300,100,27,-121.28315390929373,38.200010088569776,260.794167953966
272.jpg,300,100,27,-121.28315390929373,38.200010088569776,260.794167953966
273.jpg,300,100,27,-119.87678217826003,37.75435473585224,257.7491074040826
274.jpg,300,100,27,-120.54436474349455,37.81636806703634,259.2078966285371
275.jpg,300,100,27,-121.28315390929373,38.200010088569776,260.794167953966
276.jpg,300,100,27,-123.07958702644407,38.88457166543854,263.12078730744264
277.jpg,300,100,27,-123.07958702644407,38.88457166543854,263.12078730744264
278.jpg,300,100,27,-122.5917432102784,39.14991774084799,258.3706367606293
279.jpg,300,100,27,-130.78285328757065,41.23807849659454,273.6840550569115
398.jpg,100,-200,100,46.001330026645626,-179.44229612734324,471.5465855903303
400.jpg,200,-200,100,-53.01188594227567,-189.53630199376823,495.0669829704914
401.jpg,200,-200,100,-53.01188594227567,-189.53630199376823,495.0669829704914
402.jpg,200,-200,100,-53.01188594227567,-189.53630199376823,495.0669829704914
403.jpg,200,-200,100,-53.01188594227567,-189.53630199376823,495.0669829704914
404.jpg,200,-200,100,-53.01188594227567,-189.53630199376823,495.0669829704914
405.jpg,200,-200,100,-53.01188594227567,-189.53630199376823,495.0669829704914
409.jpg,200,-200,100,-54.101915389664846,-189.56065769314503,495.03319487316264
410.jpg,300,-200,100,-150.22999768576534,-189.79855408351224,487.59631751460734
411.jpg,300,-200,100,-150.22999768576534,-189.79855408351224,487.59631751460734
412.jpg,300,-200,100,-150.22999768576534,-189.79855408351224,487.59631751460734
413.jpg,300,-200,100,-147.93397937709258,-186.29679299544307,479.35672244566575
414.jpg,300,-200,100,-146.75148269533324,-184.48586731814868,474.60886809006666
417.jpg,300,-200,100,-138.02701454707235,-172.9005592577778,444.6428764948916
418.jpg,300,-200,100,-138.02701454707235,-172.9005592577778,444.6428764948916
419.jpg,300,-200,100,-141.76527530302982,-175.70886428330456,452.25506071153876
460.jpg,100,-100,100,49.27108060139921,-137.03636076671708,431.38117227987027
461.jpg,100,-100,100,48.83930962506795,-135.74735784303414,428.5120486374281
462.jpg,100,-100,100,48.83930962506795,-135.74735784303414,428.5120486374281
463.jpg,100,-100,100,48.83930962506795,-135.74735784303414,428.5120486374281
464.jpg,100,-100,100,48.83930962506795,-135.74735784303414,428.5120486374281
465.jpg,100,-100,100,49.27587670578581,-135.6780027289328,428.24500409122703
466.jpg,100,-100,100,49.27587670578581,-135.6780027289328,428.24500409122703
467.jpg,100,-100,100,49.27587670578581,-135.6780027289328,428.24500409122703
468.jpg,100,-100,100,49.27587670578581,-135.6780027289328,428.24500409122703
469.jpg,100,-100,100,49.27587670578581,-135.6780027289328,428.24500409122703
470.jpg,200,-100,100,-56.81819070985913,-146.54342305804371,464.5185564656948
471.jpg,200,-100,100,-57.30551358158474,-147.1357512313846,466.3629258213532
476.jpg,200,-100,100,-59.816216243991775,-147.46043961993345,468.0813328437103
479.jpg,200,-100,100,-61.37041714046756,-141.9538160018053,453.2904777041711
480.jpg,300,-100,100,-144.3882052629196,-130.53568311227798,395.9421049713819
481.jpg,300,-100,100,-144.3882052629196,-130.53568311227798,395.9421049713819
482.jpg,300,-100,100,-144.3882052629196,-130.53568311227798,395.9421049713819
483.jpg,300,-100,100,-144.3882052629196,-130.53568311227798,395.9421049713819
484.jpg,300,-100,100,-144.3882052629196,-130.53568311227798,395.9421049713819
485.jpg,300,-100,100,-144.3882052629196,-130.53568311227798,395.9421049713819
486.jpg,300,-100,100,-145.34248740455607,-131.3743187914134,399.2876955379908
487.jpg,300,-100,100,-145.32411227792966,-130.95521838618959,397.37956888633414
488.jpg,300,-100,100,-147.40194191385868,-131.4162333652985,398.28237876417717
489.jpg,300,-100,100,-147.40194191385868,-131.4162333652985,398.28237876417717
520.jpg,0,0,100,132.67147337479634,-69.06286574936814,306.4662249152931
522.jpg,0,0,100,135.40594266900104,-70.30926512342494,311.8315458310078
523.jpg,0,0,100,135.40594266900104,-70.30926512342494,311.8315458310078
524.jpg,0,0,100,134.53231606522618,-69.94315865781807,309.3006304398798
529.jpg,0,0,100,134.53981338144345,-69.76502931363288,310.336672701743
539.jpg,100,0,100,47.40291734407538,-78.43591110881982,375.03986242110875
540.jpg,200,0,100,-49.97658671994129,-82.07598152262159,381.41009741996635
541.jpg,200,0,100,-49.256601719369876,-84.02364215785396,388.5651610729184
542.jpg,200,0,100,-48.26145125517985,-83.4685837514428,383.99042886561784
543.jpg,200,0,100,-48.48432927798308,-83.83550238680967,385.7281422831405
544.jpg,200,0,100,-48.48432927798308,-83.83550238680967,385.7281422831405
545.jpg,200,0,100,-50.07926232106615,-84.03044219311595,388.5128985710549
546.jpg,200,0,100,-50.07926232106615,-84.03044219311595,388.5128985710549
547.jpg,200,0,100,-52.57713834824826,-84.09013874152251,388.4644238798529
548.jpg,200,0,100,-52.57713834824826,-84.09013874152251,388.4644238798529
549.jpg,200,0,100,-53.347123055418145,-80.37471370580487,376.0291590415088
550.jpg,300,0,100,-144.8721737699436,-84.76720132548584,344.7134981114476
551.jpg,300,0,100,-144.8721737699436,-84.76720132548584,344.7134981114476
552.jpg,300,0,100,-145.5377223706847,-84.70328017859482,344.16511264360656
553.jpg,300,0,100,-142.31259823412321,-81.88322133563476,334.03226602769007
554.jpg,300,0,100,-140.15803607028215,-79.70986594847392,325.5235266289571
555.jpg,300,0,100,-140.15803607028215,-79.70986594847392,325.5235266289571
556.jpg,300,0,100,-140.15803607028215,-79.70986594847392,325.5235266289571
557.jpg,300,0,100,-136.93446386136375,-77.50124669155403,315.2282674939597
558.jpg,300,0,100,-136.50310612732363,-76.46186185562989,314.20192673047774
