real_x, real_y, real_z, detected_x, detected_y, detected_z0,0,28,-163.4677001170721,-0.22725887515849003,427.1488166023969
50,0,28,-199.57655411161824,-3.382842889060023,383.96607689623625
100,0,28,-252.67275043276334,-4.839365202394551,372.4758574422478
100,50,28,-261.35252139304714,18.72690871141116,343.35583484959193
50,50,28,-195.28386791612652,20.201859063851643,332.71097883026493
0,50,28,-167.83160952866473,24.831252966579598,391.51273368251105
0,100,28,-158.0128068180639,46.583533814196834,324.15958959037073
100,100,28,-291.50899381064744,48.32657155785337,337.83293459355735
50,150,28,-228.26289271247398,77.20633415600865,286.759213446445
0,150,28,-150.70531295467163,69.49139134652818,264.03558353358875
0,200,28,-173.8437962190318,105.71996864721396,248.43159193310495
0,0,100,-150.671117007464,-60.45796679775265,378.8149550032678
0,50,100,-180.12486006371378,-57.199108227778616,329.9227393212042
0,50,100,-179.0017184595515,-59.04357195001711,332.18273876678205
0,100,100,-221.7150970086483,-62.03902108918383,319.5696169573588
0,100,100,-232.95089311085928,-59.755813070336615,317.9399264644862
0,150,100,-343.40680815139035,-80.27039101779059,398.4812048612965
0,50,100,-144.50863429478537,-33.364788140962496,298.8357661257295
0 ,50,100,-149.7323320358088,-39.48754342223934,359.51662544078033
50,50,100,-165.42793285055427,-34.313994586009244,267.0355582625485
50,50,100,-192.8575632363543,-36.72067753008832,280.7159011914521
100,50,100,-253.31595194032158,-44.354156052311836,309.44039383887775
0,100,100,-140.50705243414427,-20.23642005156113,306.5016925265725
0,100,100,-144.58168610075862,-14.165592262642155,262.8697496167526
50,100,100,-169.31539006214044,-16.336811377831694,240.45789366677428
50,100,100,-201.34151509747144,-17.43344572259602,257.23618259610055
0,150,100,-131.42631677474466,10.377218328244622,203.291933102294
0,150,100,-128.04028197402806,2.6233966950172123,256.1819654565522
50,150,100,-193.98762771803794,1.7956775545487362,236.09079423142887
0,200,100,-127.25941320337297,29.137175453965945,175.17847560425568
0,200,100,-160.92010975825676,33.172365493735505,202.1109383076096
0,250,100,-139.63889517263976,52.49783588991174,178.8610974336308
200,-200,28,-351.54188383066844,-102.9077902273422,489.88218256467206
0,-100,100,-154.73294967237953,-110.32787455778282,479.5889575698984
100,-100,100,-227.2109669431913,-101.6889271875103,373.8315355290566
100,-100,100,-229.2066382793473,-112.09594939475845,405.96409253846446
200,-100,100,-364.22243560216265,-133.02589811918727,433.1319449398801
100,-200,100,-223.46176303753865,-146.7023832671602,438.62392366527814
-100,0,28,-75.27731233118456,3.95940890866298,497.15440339984156
-200,0,28,27.992172126617294,9.339525685416437,456.64955085042413
-300,0,28,129.68706706581997,14.841439176169386,451.46159874695536
-300,100,28,130.9891732268388,62.05040270343193,330.1170668362305
-200,100,28,38.488992040015496,61.35569031628297,388.1327241007009
-100,100,28,-77.19922978111997,57.85496486943927,388.82319761183993
