file_name, real_x, real_y, real_z
0.jpg,-300,-200,27
1.jpg,-300,-200,27
2.jpg,-300,-200,27
3.jpg,-300,-200,27
4.jpg,-300,-200,27
5.jpg,-300,-200,27
6.jpg,-300,-200,27
7.jpg,-300,-200,27
8.jpg,-300,-200,27
9.jpg,-300,-200,27
10.jpg,-200,-200,27
11.jpg,-200,-200,27
12.jpg,-200,-200,27
13.jpg,-200,-200,27
14.jpg,-200,-200,27
15.jpg,-200,-200,27
16.jpg,-200,-200,27
17.jpg,-200,-200,27
18.jpg,-200,-200,27
19.jpg,-200,-200,27
20.jpg,-100,-200,27
21.jpg,-100,-200,27
22.jpg,-100,-200,27
23.jpg,-100,-200,27
24.jpg,-100,-200,27
25.jpg,-100,-200,27
26.jpg,-100,-200,27
27.jpg,-100,-200,27
28.jpg,-100,-200,27
29.jpg,-100,-200,27
0.jpg,-300,-200,27
1.jpg,-300,-200,27
2.jpg,-300,-200,27
3.jpg,-300,-200,27
4.jpg,-300,-200,27
5.jpg,-300,-200,27
6.jpg,-300,-200,27
7.jpg,-300,-200,27
8.jpg,-300,-200,27
9.jpg,-300,-200,27
10.jpg,-200,-200,27
11.jpg,-200,-200,27
12.jpg,-200,-200,27
13.jpg,-200,-200,27
14.jpg,-200,-200,27
15.jpg,-200,-200,27
16.jpg,-200,-200,27
17.jpg,-200,-200,27
18.jpg,-200,-200,27
19.jpg,-200,-200,27
20.jpg,-100,-200,27
21.jpg,-100,-200,27
22.jpg,-100,-200,27
23.jpg,-100,-200,27
24.jpg,-100,-200,27
25.jpg,-100,-200,27
26.jpg,-100,-200,27
27.jpg,-100,-200,27
28.jpg,-100,-200,27
29.jpg,-100,-200,27
30.jpg,0,-200,27
31.jpg,0,-200,27
32.jpg,0,-200,27
33.jpg,0,-200,27
34.jpg,0,-200,27
35.jpg,0,-200,27
36.jpg,0,-200,27
37.jpg,0,-200,27
38.jpg,0,-200,27
39.jpg,0,-200,27
40.jpg,100,-200,27
41.jpg,100,-200,27
42.jpg,100,-200,27
43.jpg,100,-200,27
44.jpg,100,-200,27
45.jpg,100,-200,27
46.jpg,100,-200,27
47.jpg,100,-200,27
48.jpg,100,-200,27
49.jpg,100,-200,27
50.jpg,200,-200,27
51.jpg,200,-200,27
52.jpg,200,-200,27
53.jpg,200,-200,27
54.jpg,200,-200,27
55.jpg,200,-200,27
56.jpg,200,-200,27
57.jpg,200,-200,27
58.jpg,200,-200,27
59.jpg,200,-200,27
60.jpg,300,-200,27
61.jpg,300,-200,27
62.jpg,300,-200,27
63.jpg,300,-200,27
64.jpg,300,-200,27
65.jpg,300,-200,27
66.jpg,300,-200,27
67.jpg,300,-200,27
68.jpg,300,-200,27
69.jpg,300,-200,27
70.jpg,-300,-100,27
71.jpg,-300,-100,27
72.jpg,-300,-100,27
73.jpg,-300,-100,27
74.jpg,-300,-100,27
75.jpg,-300,-100,27
76.jpg,-300,-100,27
77.jpg,-300,-100,27
78.jpg,-300,-100,27
79.jpg,-300,-100,27
80.jpg,-200,-100,27
81.jpg,-200,-100,27
82.jpg,-200,-100,27
83.jpg,-200,-100,27
84.jpg,-200,-100,27
85.jpg,-200,-100,27
86.jpg,-200,-100,27
87.jpg,-200,-100,27
88.jpg,-200,-100,27
89.jpg,-200,-100,27
90.jpg,-100,-100,27
91.jpg,-100,-100,27
92.jpg,-100,-100,27
93.jpg,-100,-100,27
94.jpg,-100,-100,27
95.jpg,-100,-100,27
96.jpg,-100,-100,27
97.jpg,-100,-100,27
98.jpg,-100,-100,27
99.jpg,-100,-100,27
100.jpg,0,-100,27
101.jpg,0,-100,27
102.jpg,0,-100,27
103.jpg,0,-100,27
104.jpg,0,-100,27
105.jpg,0,-100,27
106.jpg,0,-100,27
107.jpg,0,-100,27
108.jpg,0,-100,27
109.jpg,0,-100,27
110.jpg,100,-100,27
111.jpg,100,-100,27
112.jpg,100,-100,27
113.jpg,100,-100,27
114.jpg,100,-100,27
115.jpg,100,-100,27
116.jpg,100,-100,27
117.jpg,100,-100,27
118.jpg,100,-100,27
119.jpg,100,-100,27
120.jpg,200,-100,27
121.jpg,200,-100,27
122.jpg,200,-100,27
123.jpg,200,-100,27
124.jpg,200,-100,27
125.jpg,200,-100,27
126.jpg,200,-100,27
127.jpg,200,-100,27
128.jpg,200,-100,27
129.jpg,200,-100,27
130.jpg,300,-100,27
131.jpg,300,-100,27
132.jpg,300,-100,27
133.jpg,300,-100,27
134.jpg,300,-100,27
135.jpg,300,-100,27
136.jpg,300,-100,27
137.jpg,300,-100,27
138.jpg,300,-100,27
139.jpg,300,-100,27
140.jpg,-300,0,27
141.jpg,-300,0,27
142.jpg,-300,0,27
143.jpg,-300,0,27
144.jpg,-300,0,27
145.jpg,-300,0,27
146.jpg,-300,0,27
147.jpg,-300,0,27
148.jpg,-300,0,27
149.jpg,-300,0,27
150.jpg,-200,0,27
151.jpg,-200,0,27
152.jpg,-200,0,27
153.jpg,-200,0,27
154.jpg,-200,0,27
155.jpg,-200,0,27
156.jpg,-200,0,27
157.jpg,-200,0,27
158.jpg,-200,0,27
159.jpg,-200,0,27
160.jpg,-100,0,27
161.jpg,-100,0,27
162.jpg,-100,0,27
163.jpg,-100,0,27
164.jpg,-100,0,27
165.jpg,-100,0,27
166.jpg,-100,0,27
167.jpg,-100,0,27
168.jpg,-100,0,27
169.jpg,-100,0,27
170.jpg,0,0,27
